Drug_ID,Drug,Y,Scaffold
16684723.0,CN1CCC[C@@H]1c1cccnc1.O=C(O)c1ccccc1O.O=C([OH2+])c1ccccc1O.O=C([OH2+])c1ccccc1O.[Mn],0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97c30>
667080.0,COc1ccc(-c2nn3cnnc3s2)cc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97ca0>
3711958.0,CCCCNC(=S)NNC(=O)CCn1nc(C)c(Br)c1C,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97d80>
3234877.0,Cc1noc(C)c1-c1nc(NCc2cccnc2)c2ccccc2n1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97df0>
1473107.0,O=C(O)Cc1ccc2ocnc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97e60>
135496644.0,CCSc1nc2c(c(=O)[nH]1)C(c1ccccn1)C1=C(CC(C)(C)CC1=O)N2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97ed0>
3239430.0,COC(=O)C1=C(NC(=O)c2cccs2)CCS1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce97f40>
16758345.0,CO[C@@H]1COC(=O)[C@@H](C)NC(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)CCC[C@H]1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98040>
5339218.0,CC(C)(C)NC(=O)C(=O)N/N=C/c1ccc(Br)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce980b0>
667440.0,CN(C)CC[C@@H](c1ccccc1)c1ccccn1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98120>
5328769.0,C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98200>
161509.0,C=C(CC(=O)O)C(=O)O.C=CC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98270>
409402.0,N=C(N)SCc1cc(Cl)cc(Cl)c1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce983c0>
247616.0,Cn1c(=O)c2c(nc(C(=N)SCC(=O)O)n2C)n(C)c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98430>
3243797.0,COc1cccc(-c2cc(C(=O)Nc3cccc(O)c3)no2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98510>
3139324.0,Cc1ccc(OCC(=O)NNC(=O)CCc2ccccc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98580>
3234253.0,FC(F)(F)c1ccccc1-c1ccc2ncnc(NCCN3CCOCC3)c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce985f0>
6603888.0,C[C@H]1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98660>
1984496.0,CC(C)CCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce986d0>
3234858.0,CN(Cc1ccco1)c1cc(-c2cccnc2)ncn1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98890>
6438792.0,CCOC(=O)[C@H](N)/C=C(\C)CP(=O)(O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98900>
3579134.0,CCC(C)NC(=O)NC(=O)N(C1CCCCC1)S(C)(=O)=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98970>
4328459.0,Cn1c(SCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)nc2ccccc21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce989e0>
3235318.0,COc1cccc(Cn2c(=O)c(-c3cccs3)nc3cnc(N4CCN(C)CC4)nc32)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98a50>
6604716.0,CN1C(=O)COc2c(C(=O)N[C@@H]3CN4CCC3CC4)cc(Cl)cc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98ac0>
3957928.0,O=C(CSc1nnc(-c2ccc(Cl)cc2Cl)n1C1CCCCC1)NC1CCS(=O)(=O)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98b30>
1025927.0,CC(C)CCN1C(=O)c2ccc(-c3nc4ccccc4c(=O)o3)cc2C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98ba0>
2289680.0,Cc1cccc(CSCCNC(=O)CSCc2ccc([N+](=O)[O-])cc2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98c10>
2171386.0,CCCCc1nc(SCC(=O)Nc2ncccn2)n[nH]1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98c80>
3237744.0,Cc1ccccc1-c1nc(CS(=O)CC(=O)NCCCN(C)c2ccccc2)c(C)o1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98cf0>
6604903.0,OC[C@H]1O[C@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@@H](O)[C@@H]1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98d60>
2973578.0,COc1ccc(-n2nc([N+](=O)[O-])c(=NCCc3ccc(Cl)cc3)n2O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98dd0>
135451595.0,O=C1C=C(Nc2nc(C(=O)O)cc(=O)[nH]2)c2ccccc2C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98e40>
65856.0,CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98eb0>
3233005.0,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(Cc3ccncc3)C2)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce98f90>
1983410.0,Cc1cc(OC(=O)CCCNC(=O)OC(C)(C)C)c2c3c(c(=O)oc2c1)CCC3,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99000>
9666196.0,CCOc1ccc(N(C(C)C(=O)N/N=C(\C)c2cccc(NC(=O)c3ccccc3)c2)S(C)(=O)=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99070>
3246321.0,O=C1CCC[C@H]1C(=O)Nc1ccc2ccccc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce990e0>
4655733.0,CCCCn1c(SC(C)C(=O)c2ccc(OC)cc2)nc2cc(S(N)(=O)=O)ccc21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99150>
3761713.0,COc1ccc(OC)c(C2C(C(=O)Nc3nc4ccccc4s3)=C(C)NC3=C2C(=O)CCC3)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce991c0>
3232817.0,Cc1noc(C)c1-c1nccc(NCc2cccnc2)n1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99230>
3233815.0,CS(=O)(=O)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce992a0>
5344037.0,O=C(NCC1CCCO1)/C(=C\c1ccco1)NC(=O)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99310>
8660.0,O=C(O)CSc1ccccc1C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99380>
1868.0,COc1ccc2[nH]c3c(c2c1)CCNC3,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce993f0>
3247357.0,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99460>
26596.0,CCCCc1ccc2nc(NC(=O)OC)[nH]c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce994d0>
779593.0,O=C(NCc1ccccn1)c1cccc([N+](=O)[O-])c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99540>
3329485.0,CC1CCCC(C)N1C(=O)c1ccccc1Nc1ccc(SC(F)F)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce995b0>
291865.0,Nc1nc(-c2ccccc2)c(CC(=O)O)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99620>
3233507.0,COc1ccccc1CNc1ncnc2ccc(-c3cccc(C#N)c3)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99690>
80414.0,Cl.Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99700>
6603851.0,Oc1ccc([C@@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99770>
679916.0,CC(=O)c1cc(NC(=O)c2ccccc2)c(=O)oc1/C=C/N(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce997e0>
3514994.0,CC(C)OC(=O)c1cccc(C(=O)Oc2ccc(Br)cc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99850>
236579.0,CN(C)Cc1cc(Cl)c(O)c(CN(C)C)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce998c0>
1308427.0,CCOc1ccc(-n2c(N)c(C(=O)NCc3cccnc3)sc2=S)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99930>
5261757.0,C=CCNC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccccc3)nc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce999a0>
3246435.0,O=C(O)C[C@H]1OCC=C2CN3CC[C@]45c6ccccc6N[C@@H]4[C@H]1[C@H]2C[C@H]35,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99a10>
3246101.0,OC[C@@H]1O[C@@H](n2cnc3c(SCc4ccccc4)ncnc32)[C@@H](O)[C@H]1O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99a80>
164752.0,COc1cc2c(cc1OC)[C@H](C)NCC2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99af0>
3121220.0,O=c1oc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)cc3[N+](=O)[O-])ccc2c2c1CCCC2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99bd0>
5459447.0,C[C@H]1C2=C3C(CC[C@H]4C(OCc5ccc(F)cc5C(F)(F)F)OC[C@](C)([C@@H]34)N(C(=O)OC(C)(C)C)C2)C(CO)C1CO,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99c40>
2847560.0,COc1ccc(C2C(=O)c3ccccc3C2=Nc2ccc(Br)cc2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99d20>
3234296.0,COCCNc1cc(-c2ccccc2CN(C)C)ncn1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99d90>
3235432.0,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4C)cc23)cn1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99e00>
5362118.0,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99e70>
3246333.0,C[N+]1(CCC[N+]2(C)C[C@@H]3[C@@H]4C=C[C@@H](CC4)[C@H]3C2)CCOCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99ee0>
16758698.0,CCOC(=O)CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\O[C@@H]4O[C@@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4OC(C)=O)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce99fc0>
3246684.0,Cc1cc2nc([C@H](C)C(=O)c3ccc(Cl)cc3)c(=O)[nH]c2cc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a0a0>
3233654.0,COc1ccccc1CN1CC[C@@]2(CCCN(S(=O)(=O)c3ccccc3)C2)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a110>
688424.0,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a180>
231799.0,NCC1CCCCC1.O=C(O)NCC1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a1f0>
1339742.0,Cn1c(SCC(=O)c2ccc3c(c2)Cc2ccccc2-3)nnc1-c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a2d0>
46284.0,CN(C)CCCSc1nc2ccccc2[nH]1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a340>
6529782.0,COC(=O)/C(C(C)=O)=C(\C=C\C=C\C=C\N(C)C)N(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a3b0>
2972179.0,CN(C)CCn1c(C(=O)O)cc2ccccc21.Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a500>
16758815.0,C=CC1=C[C@@H](O)[C@@H]2O[C@@H]2C12OCCCO2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a570>
500.0,NC(N)=NCCCC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a5e0>
3244137.0,O=C(NCC1CCCO1)C1c2ccccc2C(=O)N1Cc1ccc2c(c1)OCO2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a650>
6603015.0,CN(C)CC(O)COc1cccc(OCC(O)CN(C)C)c1.Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a6c0>
6278152.0,Cc1nn(-c2ccc(F)cc2)c(Cl)c1/C=C(\CCC(=O)O)c1nc2ccccc2s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a7a0>
3246558.0,CSc1ccc(NC(=O)[C@H]2CCCC[C@@H]2C(=O)O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a810>
3247279.0,C[C@@H](C(=O)NCc1ccccn1)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a8f0>
6603311.0,Cc1n[nH]c(C)c1S(=O)(=O)N1CCC(C(=O)O)CC1.Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a960>
1450089.0,Cc1ccc(Cn2cccc(NC(=O)NCc3ccccc3)c2=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9a9d0>
1886804.0,Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1CNC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9aa40>
1478099.0,CC(=O)c1cccc(NC(=O)c2csc(-n3nc(C)cc3C(F)(F)F)n2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9aab0>
245078.0,Clc1ccc2c(NC3CCC(N4CCCCC4)CC3)ccnc2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ab90>
3894573.0,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ac00>
6604314.0,C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ac70>
2893926.0,O=C(Nc1ccc(F)cc1)N1CC2CC(C1)c1cccc(=O)n1C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ace0>
3235049.0,CN1CCN(c2ncnc3ccc(-c4ccccc4C#N)cc23)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ad50>
135447668.0,COCCCN=CC1=C(O)CC(C)(C)CC1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9adc0>
67640.0,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ae30>
6604798.0,CCC(=O)N[C@@H]1Cc2ccccc2[C@@H](c2ccccc2)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9aea0>
9560016.0,COc1ccc(/C=N/NC(=O)c2sccc2OCc2ccc(F)cc2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9af10>
3233338.0,Cc1noc(C)c1C(=O)N1CCC[C@@]2(CCN(c3cccc(-c4ccccc4)c3)C2)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9aff0>
3769267.0,O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b060>
4962934.0,CC12COC3(C(=O)Nc4nccs4)CC1CCC32C,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b0d0>
3849479.0,COc1cccc(CN2C(=O)N(C(C)C)C(N(O)C(=O)NC(C)C)C2(C)C)c1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b140>
6604709.0,N[C@@H](C(=O)O)c1ccc(C(=O)O)c(O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b1b0>
3233483.0,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4C#N)cc23)cn1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b220>
1103147.0,COc1cc2c(cc1OC)-c1cc3nc4ccccc4nc3n1C(C)(C)C2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b290>
3239941.0,COc1ccc(C2C(=O)N(C3CCCCCC3)CC(=O)N2Cc2ccccc2)cc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b300>
238490.0,Cc1nc2ccccc2nc1N1CCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b370>
9551617.0,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1.Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b3e0>
3240509.0,CCCCN(CC)Cc1ccc(CNC(=O)Nc2ccc(OC)cc2OC)o1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b450>
9593165.0,CCCCC(=O)N/N=C(\C)CC(=O)Nc1cc(Cl)ccc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b530>
1346.0,COc1ccccc1N1CCNCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b610>
5236783.0,O=C(Cc1ccc(Cl)c(Cl)c1)OCCN1CCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b680>
3233935.0,CN(C)C(=O)c1ccc(-c2nccc(N(C)Cc3ccco3)n2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b760>
3062646.0,N[C@@H](CCCCP(=O)(O)O)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b7d0>
3234480.0,O=C(c1ccco1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b8b0>
3234112.0,O=c1c(-c2ccccc2)nc2cnc(N3CCOCC3)nc2n1Cc1cccs1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b920>
6604423.0,CC(C)(CS)C(=O)N1CCC[C@H]1C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9b990>
3247377.0,COC(=O)[C@@H]1C[C@H]1[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ba00>
135450662.0,O=C1CN=C(c2cccs2)c2c(sc3c2CCCC3)N1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ba70>
3247334.0,COC(=O)[C@@H]1C[C@H]1[C@@H](N)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bae0>
3234866.0,O=c1c(-c2cccs2)nc2cncnc2n1Cc1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bb50>
3236112.0,COCCCNC(=O)CCS(=O)(=O)Cc1ccc(C)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bbc0>
135399350.0,O=c1nc(N2CCCCCC2)nc(N2CCCCCC2)[nH]1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bc30>
675845.0,Cc1c(NC(=O)/C=C/C(=O)O)cccc1[N+](=O)[O-],0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bca0>
128019.0,N[C@@H](Cc1cc(CP(=O)(O)O)cc(-c2ccccc2Cl)c1)C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bd10>
1365490.0,COC(=O)c1c(C)oc2ccc(N(C(=O)c3ccncc3)S(=O)(=O)c3ccccc3)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bd80>
3244361.0,Cc1csc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)n1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9be60>
3236342.0,COC(=O)c1c(C)nc2ccccc2c1C(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bed0>
3245687.0,Cc1ccccc1-n1nc2c(c1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1)CSC2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9bf40>
3573130.0,Cc1cccc(NC(NC(=O)c2cccnc2)C(Cl)(Cl)Cl)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c040>
1250504.0,Cc1cc(C)c(Cn2cnc(-c3ccc([N+](=O)[O-])cc3)c2)c(C)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c0b0>
1448196.0,COC(=O)c1ccc(NC(=S)N2CCN(Cc3cccc(C)c3)CC2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c120>
3234435.0,COc1ccc(Oc2ncc3nc(-c4cccs4)c(=O)n(Cc4cccs4)c3n2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c190>
4374184.0,COc1ccc(C(=O)Nn2cnc3ccccc3c2=O)c(OC)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c200>
866901.0,Cc1cccc(NS(=O)(=O)c2c(C)n[nH]c2C)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c270>
443390.0,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c350>
16758785.0,C[C@@H](c1ccccc1)N1C(=O)[C@@H]2CC=C3C(=O)[C@H]4O[C@H]4[C@@H](O)[C@H]3[C@H]2C1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c3c0>
3247367.0,COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c430>
3234798.0,CN1CCN(c2ncc3nc(CCc4ccccc4)c(=O)n(CCc4ccccc4)c3n2)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c4a0>
3545.0,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c510>
264035.0,CC(=O)CSCc1ccccn1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c580>
1082582.0,CCc1cccc2c(C=C(C#N)C#N)cn(CC(=O)N3CCCCC3)c12,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c5f0>
90474.0,CCn1c(C)[n+](CCCS(=O)(=O)[O-])c2cc(Cl)c(Cl)cc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c660>
3235172.0,COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)C3)C2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c7b0>
3246472.0,OCCN[C@@H]1c2cc(Cl)ccc2-c2c(Cl)cc(Cl)cc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c890>
3247264.0,C[C@@H](C(=O)N[C@@H](CO)Cc1ccccc1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c900>
135512317.0,Nc1nc(N2CCOCC2)cc(=O)[nH]1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9c970>
5459461.0,CCCc1cc2c(n1Cc1cccc(Cl)c1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ca50>
3234504.0,CS(=O)(=O)N1CCC[C@@]2(CCN(C(=O)Nc3ccccc3)C2)C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9cac0>
5924208.0,O=C1Nc2ccc(I)cc2/C1=C/c1cc(Br)c(O)c(Br)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9cb30>
5461618.0,CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2)NC(=O)N1CCCCCC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9cba0>
1732131.0,CCOCC(=O)Nc1cc(C(=O)Nc2ccccc2)ccc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9cc80>
3104475.0,Cc1ccc(C)c(NC(=O)C2(C)CC3c4ccccc4C2c2ccccc23)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ccf0>
673469.0,COc1c2c(nc3ccccc13)O[C@H]([C@@](C)(O)CO)C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9cdd0>
3245475.0,COc1ccc(-n2ccnc2SCC(=O)Nc2ccc(OC)cc2OC)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9ceb0>
3232714.0,COC(=O)N1CCC2(CCCN(C(=O)Nc3ccccc3)C2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9cf20>
9551748.0,Br.CC(C)CC1CC(=O)OC1(C)C(=O)CSc1nc2ccccc2s1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d070>
3236473.0,COc1ccc(-n2c(CNC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)n[nH]c2=S)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d0e0>
3244305.0,Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)CCC(=O)NCc3ccco3)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d150>
210230.0,c1ccc(CSCCc2ccncc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d1c0>
3247271.0,COC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d2a0>
411668.0,O=C(C[n+]1ccc2ccccc2c1)c1ccc2ccc3ccccc3c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d310>
6009.0,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d380>
3234136.0,COCCn1c(=O)c(-c2ccc(OC)cc2)nc2cnc(Oc3ccccc3)nc21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514ce9d3f0>
